sn,aid,id,cluster_id,tag,host_name,az,data_center,rack,machine,service_type,host_ip,state,error_count,created_time,update_time,status,rack_id,host_group_id,disabled_app_id,reserved,is_dpdk,xc_group,dh_id,cpu_model,data_ip,snic_ip,snic_data_ip,snic_host_name,aid,id,cluster_id,host_id,vcpus,memory,disk,vcpus_used,memory_used,disk_used,vcpus_reserved,vcpus_reserved_info,memory_reserved,disk_reserved,cpu_mode,cpualloc_ratio,run_vms,created_time,update_time,status,version,gpu_card,disk_count,gpu_card_ratio,gpu_card_used,disk_count_used,share_vms,share_vcpus,mix_mode,memory_ratio
"93","30022","3730","cluster-general-prod-bj02","","A01-R22-I21-226-1SGQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.226","Enable","1","2018-09-17 15:02:15","2020-11-18 00:50:24","1","495","602","","0","1","true","","","10.212.21.226","","","","30022","3730","cluster-general-prod-bj02","3730","80","393216","1945","20","81920","0","6","0,1,8,10,48,50","98304","100","set","1","2","2018-09-17 15:02:15","2021-01-28 21:32:07","1","3020","0","0","1","0","0","0","0","0","1"
"94","30018","3707","cluster-general-prod-bj02","","A01-R22-I21-230-1PLNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.230","Enable","1","2018-09-17 15:02:01","2020-08-06 02:35:34","1","495","602","","0","1","true","","","10.212.21.230","","","","30018","3707","cluster-general-prod-bj02","3707","80","393216","1945","72","176128","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-17 15:02:01","2021-02-01 10:55:52","1","10332","0","0","1","0","0","0","0","0","1"
"95","30017","3700","cluster-general-prod-bj02","","A01-R22-I21-232-1RVQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.232","Enable","2","2018-09-17 15:01:59","2020-12-03 19:44:11","1","495","602","","0","1","true","","","10.212.21.232","","","","30017","3700","cluster-general-prod-bj02","3700","80","393216","1945","74","294912","0","6","0,1,8,10,48,50","98304","100","set","1","9","2018-09-17 15:01:59","2021-01-25 18:20:24","1","23790","0","0","1","0","0","0","0","0","1"
"96","30021","3721","cluster-general-prod-bj02","cloud-security=cloud-security","A01-R22-I21-233-1SKPXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.233","Enable","1","2018-09-17 15:02:11","2020-11-19 00:50:44","1","495","602","","0","1","true","","","10.212.21.233","","","","30021","3721","cluster-general-prod-bj02","3721","80","393216","1945","68","139264","0","6","0,1,8,10,48,50","98304","100","set","1","3","2018-09-17 15:02:11","2020-12-03 19:38:58","1","1914","0","0","1","0","0","0","0","0","1"
"97","30013","3687","cluster-general-prod-bj02","","A01-R22-I21-234-1NTHXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.234","Enable","4","2018-09-17 15:01:51","2020-08-04 01:16:43","1","495","602","","0","1","true","","","10.212.21.234","","","","30013","3687","cluster-general-prod-bj02","3687","80","393216","1945","74","258048","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-17 15:01:51","2021-02-01 11:07:51","1","19637","0","0","1","0","0","0","0","0","1"
"98","30020","3716","cluster-general-prod-bj02","cloud-security=cloud-security","A01-R22-I21-235-1RXLXP2.JCLOUD.COM","prod_bj02","","DPL1-E-08","general_2","kvm,hyper","10.211.21.235","Enable","2","2018-09-17 15:02:06","2020-11-19 00:50:44","1","495","602","","0","1","true","","","10.212.21.235","","","","30020","3716","cluster-general-prod-bj02","3716","80","393216","1945","69","217088","0","6","0,1,8,10,48,50","98304","100","set","1","6","2018-09-17 15:02:06","2020-12-03 19:38:58","1","2156","0","0","1","0","0","0","0","0","1"
"99","30132","3685","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I21-67-1RTPXP2.JCLOUD.COM","prod_bj02","","DPL1-E-03","general_2","kvm,hyper","10.211.21.67","Enable","2","2018-09-17 15:01:49","2020-11-19 00:50:44","1","496","635","","0","1","true","","","10.212.21.67","","","","30132","3685","cluster-general-prod-bj02","3685","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-17 15:01:49","2020-12-03 19:38:58","1","317","0","0","1","0","0","0","0","0","1"
"100","30073","3728","cluster-general-prod-bj02","","A01-R22-I21-98-1P2HXP2.JCLOUD.COM","prod_bj02","","DPL1-E-04","general_2","kvm,hyper","10.211.21.98","Enable","1","2018-09-17 15:02:13","2020-07-21 10:58:13","1","491","604","","0","1","true","","","10.212.21.98","","","","30073","3728","cluster-general-prod-bj02","3728","80","393216","1945","48","294912","0","6","0,1,8,10,48,50","98304","100","set","1","2","2018-09-17 15:02:13","2020-12-03 19:38:58","1","17653","0","0","1","0","0","0","0","0","1"
"101","30111","4042","cluster-general-prod-bj02","","A01-R22-I22-100-1SLLXP2.JCLOUD.COM","prod_bj02","","DPL1-E-12","general_2","kvm,hyper","10.211.22.100","Enable","5","2018-09-19 11:06:43","2020-08-06 02:35:35","1","520","605","","0","1","true","","","10.212.22.100","","","","30111","4042","cluster-general-prod-bj02","4042","80","393216","1945","72","282624","0","6","0,1,8,10,48,50","98304","100","set","1","14","2018-09-19 11:06:43","2021-02-01 11:09:33","1","10298","0","0","1","0","0","0","0","0","1"
"102","30155","4059","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I22-101-1SBNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-12","general_2","kvm,hyper","10.211.22.101","Enable","2","2018-09-19 11:06:50","2020-11-19 00:50:44","1","520","635","","0","1","true","","","10.212.22.101","","","","30155","4059","cluster-general-prod-bj02","4059","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-19 11:06:50","2020-12-03 19:39:00","1","293","0","0","1","0","0","0","0","0","1"
"103","30109","4001","cluster-general-prod-bj02","","A01-R22-I22-102-1S1HXP2.JCLOUD.COM","prod_bj02","","DPL1-E-12","general_2","kvm,hyper","10.211.22.102","Enable","1","2018-09-19 11:06:25","2020-08-06 02:35:35","1","520","605","","0","1","true","","","10.212.22.102","","","","30109","4001","cluster-general-prod-bj02","4001","80","393216","1945","74","262144","0","6","0,1,8,10,48,50","98304","100","set","1","18","2018-09-19 11:06:25","2021-02-01 10:55:52","1","26755","0","0","1","0","0","0","0","0","1"
"104","30110","4010","cluster-general-prod-bj02","","A01-R22-I22-105-1QXNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-12","general_2","kvm,hyper","10.211.22.105","Enable","1","2018-09-19 11:06:30","2020-08-06 02:35:34","1","520","605","","0","1","true","","","10.212.22.105","","","","30110","4010","cluster-general-prod-bj02","4010","80","393216","1945","35","135168","0","6","0,1,8,10,48,50","98304","100","set","1","9","2018-09-19 11:06:30","2021-01-29 00:00:17","1","18742","0","0","1","0","0","0","0","0","1"
"105","30050","4028","cluster-general-prod-bj02","","A01-R22-I22-11-1NJMXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.11","Enable","1","2018-09-19 11:06:40","2020-12-09 02:46:10","1","523","603","","0","1","true","","","10.212.22.11","","","","30050","4028","cluster-general-prod-bj02","4028","80","393216","1945","68","286720","0","6","0,1,8,10,48,50","98304","100","set","1","22","2018-09-19 11:06:40","2021-02-01 11:10:02","1","43745","0","0","1","0","0","0","0","0","1"
"106","30153","4003","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I22-132-1P2JXP2.JCLOUD.COM","prod_bj02","","DPL1-E-13","general_2","kvm,hyper","10.211.22.132","Enable","2","2018-09-19 11:06:26","2020-11-19 00:50:44","1","522","635","","0","1","true","","","10.212.22.132","","","","30153","4003","cluster-general-prod-bj02","4003","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-19 11:06:26","2020-12-03 19:38:59","1","397","0","0","1","0","0","0","0","0","1"
"107","30040","4074","cluster-general-prod-bj02","","A01-R22-I22-162-1QKQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-14","general_2","kvm,hyper","10.211.22.162","Enable","2","2018-09-19 11:06:54","2020-08-04 01:16:43","1","525","602","","0","1","true","","","10.212.22.162","","","","30040","4074","cluster-general-prod-bj02","4074","80","393216","1945","74","196608","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-19 11:06:54","2021-01-08 18:13:48","1","3530","0","0","1","0","0","0","0","0","1"
"108","30039","4068","cluster-general-prod-bj02","","A01-R22-I22-166-1R6QXP2.JCLOUD.COM","prod_bj02","","DPL1-E-14","general_2","kvm,hyper","10.211.22.166","Enable","20","2018-09-19 11:06:54","2020-07-28 00:21:47","1","525","602","","0","1","true","","","10.212.22.166","","","","30039","4068","cluster-general-prod-bj02","4068","80","393216","1945","74","155648","0","6","0,1,8,10,48,50","98304","100","set","1","3","2018-09-19 11:06:54","2021-01-12 17:52:17","1","1351","0","0","1","0","0","0","0","0","1"
"109","30033","4016","cluster-general-prod-bj02","","A01-R22-I22-168-1R1QXP2.JCLOUD.COM","prod_bj02","","DPL1-E-14","general_2","kvm,hyper","10.211.22.168","Enable","4","2018-09-19 11:06:31","2020-08-04 01:18:27","1","525","602","","0","1","true","","","10.212.22.168","","","","30033","4016","cluster-general-prod-bj02","4016","80","393216","1945","72","249856","0","6","0,1,8,10,48,50","98304","100","set","1","14","2018-09-19 11:06:31","2021-02-01 10:36:42","1","5340","0","0","1","0","0","0","0","0","1"
"110","30053","4043","cluster-general-prod-bj02","","A01-R22-I22-2-1S5QXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.2","Enable","2","2018-09-19 11:06:43","2020-08-06 02:35:34","1","523","603","","0","1","true","","","10.212.22.2","","","","30053","4043","cluster-general-prod-bj02","4043","80","393216","1945","73","266240","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-19 11:06:43","2021-02-01 10:55:52","1","31697","0","0","1","0","0","0","0","0","1"
"111","29969","4023","cluster-general-prod-bj02","","A01-R22-I22-201-1PRJXP2.JCLOUD.COM","prod_bj02","","DPL1-E-15","general_2","kvm,hyper","10.211.22.201","Enable","1","2018-09-19 11:06:37","2020-08-06 02:35:34","1","526","601","","0","1","true","","","10.212.22.201","","","","29969","4023","cluster-general-prod-bj02","4023","80","393216","1945","58","139264","0","6","0,1,8,10,48,50","98304","100","set","1","11","2018-09-19 11:06:37","2021-02-01 10:57:21","1","9402","0","0","1","0","0","0","0","0","1"
"112","29971","4031","cluster-general-prod-bj02","","A01-R22-I22-202-1S0JXP2.JCLOUD.COM","prod_bj02","","DPL1-E-15","general_2","kvm,hyper","10.211.22.202","Enable","2","2018-09-19 11:06:40","2020-08-04 00:59:48","1","526","601","","0","1","true","","","10.212.22.202","","","","29971","4031","cluster-general-prod-bj02","4031","80","393216","1945","59","118784","0","6","0,1,8,10,48,50","98304","100","set","1","11","2018-09-19 11:06:40","2021-02-01 09:54:02","1","3335","0","0","1","0","0","0","0","0","1"
"113","30061","4078","cluster-general-prod-bj02","","A01-R22-I22-226-1S1KXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.226","Enable","16","2018-09-19 11:06:56","2020-08-01 02:45:59","1","527","603","","0","1","true","","","10.212.22.226","","","","30061","4078","cluster-general-prod-bj02","4078","80","393216","1945","59","176128","0","6","0,1,8,10,48,50","98304","100","set","1","10","2018-09-19 11:06:56","2021-02-01 10:55:52","1","6456","0","0","1","0","0","0","0","0","1"
"114","30059","4070","cluster-general-prod-bj02","","A01-R22-I22-228-1NYJXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.228","Enable","3","2018-09-19 11:06:54","2020-08-06 02:35:34","1","527","603","","0","1","true","","","10.212.22.228","","","","30059","4070","cluster-general-prod-bj02","4070","80","393216","1945","38","106496","0","6","0,1,8,10,48,50","98304","100","set","1","5","2018-09-19 11:06:54","2021-01-26 14:30:56","1","13946","0","0","1","0","0","0","0","0","1"
"115","30154","4048","cluster-general-prod-bj02","service-check=service-check-success","A01-R22-I22-230-1SQJXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.230","Enable","2","2018-09-19 11:06:45","2020-11-19 00:50:44","1","527","635","","0","1","true","","","10.212.22.230","","","","30154","4048","cluster-general-prod-bj02","4048","80","393216","1945","0","0","0","6","0,1,8,10,48,50","98304","100","set","1","0","2018-09-19 11:06:45","2020-12-03 19:39:00","1","842","0","0","1","0","0","0","0","0","1"
"116","30052","4034","cluster-general-prod-bj02","","A01-R22-I22-231-1NXPXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.231","Enable","2","2018-09-19 11:06:40","2020-08-06 02:35:34","1","527","603","","0","1","true","","","10.212.22.231","","","","30052","4034","cluster-general-prod-bj02","4034","80","393216","1945","74","241664","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-19 11:06:40","2021-02-01 10:54:10","1","24788","0","0","1","0","0","0","0","0","1"
"117","30051","4030","cluster-general-prod-bj02","","A01-R22-I22-233-1RYNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.233","Enable","1","2018-09-19 11:06:40","2020-08-06 02:35:35","1","527","603","","0","1","true","","","10.212.22.233","","","","30051","4030","cluster-general-prod-bj02","4030","80","393216","1945","70","225280","0","6","0,1,8,10,48,50","98304","100","set","1","24","2018-09-19 11:06:40","2021-02-01 11:09:33","1","42682","0","0","1","0","0","0","0","0","1"
"118","30058","4067","cluster-general-prod-bj02","","A01-R22-I22-235-1NLKXP2.JCLOUD.COM","prod_bj02","","DPL1-E-16","general_2","kvm,hyper","10.211.22.235","Enable","2","2018-09-19 11:06:53","2020-08-06 02:35:35","1","527","603","","0","1","true","","","10.212.22.235","","","","30058","4067","cluster-general-prod-bj02","4067","80","393216","1945","74","176128","0","6","0,1,8,10,48,50","98304","100","set","1","14","2018-09-19 11:06:53","2021-02-01 11:10:12","1","12854","0","0","1","0","0","0","0","0","1"
"119","30049","4024","cluster-general-prod-bj02","","A01-R22-I22-3-1S4LXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.3","Enable","1","2018-09-19 11:06:37","2020-10-22 20:26:22","1","523","603","","0","1","true","","","10.212.22.3","","","","30049","4024","cluster-general-prod-bj02","4024","80","393216","1945","73","176128","0","6","0,1,8,10,48,50","98304","100","set","1","11","2018-09-19 11:06:37","2021-02-01 10:55:52","1","22049","0","0","1","0","0","0","0","0","1"
"120","30038","4063","cluster-general-prod-bj02","cloud-security=cloud-security","A01-R22-I22-34-1QKLXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.34","Enable","1","2018-09-19 11:06:51","2020-11-19 00:50:44","1","521","602","","0","1","true","","","10.212.22.34","","","","30038","4063","cluster-general-prod-bj02","4063","80","393216","1945","44","172032","0","6","0,1,8,10,48,50","98304","100","set","1","4","2018-09-19 11:06:51","2020-12-03 19:39:00","1","9434","0","0","1","0","0","0","0","0","1"
"121","30031","4004","cluster-general-prod-bj02","","A01-R22-I22-35-1Q3KXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.35","Enable","1","2018-09-19 11:06:26","2020-08-04 00:59:48","1","521","602","","0","1","true","","","10.212.22.35","","","","30031","4004","cluster-general-prod-bj02","4004","80","393216","1945","54","139264","0","6","0,1,8,10,48,50","98304","100","set","1","8","2018-09-19 11:06:26","2021-01-29 10:27:17","1","25862","0","0","1","0","0","0","0","0","1"
"122","30032","4013","cluster-general-prod-bj02","","A01-R22-I22-36-1RXQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.36","Enable","1","2018-09-19 11:06:31","2021-01-07 16:29:41","1","521","602","","0","1","true","","","10.212.22.36","","","","30032","4013","cluster-general-prod-bj02","4013","80","393216","1945","0","0","0","8","0,1,2,3,8,10,48,50","98304","100","set","1","0","2018-09-19 11:06:31","2021-01-15 20:23:25","1","55475","0","0","1","0","0","0","0","0","1"
"123","30035","4019","cluster-general-prod-bj02","","A01-R22-I22-37-1RYKXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.37","Enable","1","2018-09-19 11:06:33","2020-09-23 03:48:17","1","521","602","","0","1","true","","","10.212.22.37","","","","30035","4019","cluster-general-prod-bj02","4019","80","393216","1945","71","208896","0","6","0,1,8,10,48,50","98304","100","set","1","10","2018-09-19 11:06:33","2021-02-01 11:07:40","1","20962","0","0","1","0","0","0","0","0","1"
"124","30037","4049","cluster-general-prod-bj02","","A01-R22-I22-38-1Q7HXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.38","Enable","5","2018-09-19 11:06:46","2020-08-06 02:35:35","1","521","602","","0","1","true","","","10.212.22.38","","","","30037","4049","cluster-general-prod-bj02","4049","80","393216","1945","68","225280","0","6","0,1,8,10,48,50","98304","100","set","1","19","2018-09-19 11:06:46","2021-02-01 10:55:52","1","34443","0","0","1","0","0","0","0","0","1"
"125","30048","4007","cluster-general-prod-bj02","","A01-R22-I22-4-1QSPXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.4","Enable","6","2018-09-19 11:06:28","2020-08-06 02:35:35","1","523","603","","0","1","true","","","10.212.22.4","","","","30048","4007","cluster-general-prod-bj02","4007","80","393216","1945","71","249856","0","6","0,1,8,10,48,50","98304","100","set","1","18","2018-09-19 11:06:28","2021-02-01 10:55:52","1","21001","0","0","1","0","0","0","0","0","1"
"126","30036","4035","cluster-general-prod-bj02","","A01-R22-I22-40-1P9LXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.40","Enable","2","2018-09-19 11:06:41","2020-08-04 01:00:01","1","521","602","","0","1","true","","","10.212.22.40","","","","30036","4035","cluster-general-prod-bj02","4035","80","393216","1945","73","188416","0","6","0,1,8,10,48,50","98304","100","set","1","10","2018-09-19 11:06:41","2021-02-01 10:55:52","1","24310","0","0","1","0","0","0","0","0","1"
"127","30034","4018","cluster-general-prod-bj02","","A01-R22-I22-41-1NLJXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.41","Enable","1","2018-09-19 11:06:32","2020-08-04 01:33:58","1","521","602","","0","1","true","","","10.212.22.41","","","","30034","4018","cluster-general-prod-bj02","4018","80","393216","1945","74","229376","0","6","0,1,8,10,48,50","98304","100","set","1","12","2018-09-19 11:06:32","2021-01-31 14:36:18","1","4256","0","0","1","0","0","0","0","0","1"
"128","30030","4002","cluster-general-prod-bj02","","A01-R22-I22-42-1SMHXP2.JCLOUD.COM","prod_bj02","","DPL1-E-10","general_2","kvm,hyper","10.211.22.42","Enable","1","2018-09-19 11:06:26","2020-08-06 02:35:35","1","521","602","","0","1","true","","","10.212.22.42","","","","30030","4002","cluster-general-prod-bj02","4002","80","393216","1945","74","282624","0","6","0,1,8,10,48,50","98304","100","set","1","19","2018-09-19 11:06:26","2021-02-01 10:51:44","1","41750","0","0","1","0","0","0","0","0","1"
"129","30060","4072","cluster-general-prod-bj02","","A01-R22-I22-5-1RWNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.5","Enable","1","2018-09-19 11:06:54","2020-08-06 02:35:35","1","523","603","","0","1","true","","","10.212.22.5","","","","30060","4072","cluster-general-prod-bj02","4072","80","393216","1945","64","270336","0","6","0,1,8,10,48,50","98304","100","set","1","26","2018-09-19 11:06:54","2021-02-01 10:55:52","1","55738","0","0","1","0","0","0","0","0","1"
"130","30054","4045","cluster-general-prod-bj02","","A01-R22-I22-6-1RGKXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.6","Enable","4","2018-09-19 11:06:45","2020-08-06 02:35:35","1","523","603","","0","1","true","","","10.212.22.6","","","","30054","4045","cluster-general-prod-bj02","4045","80","393216","1945","26","73728","0","6","0,1,8,10,48,50","98304","100","set","1","3","2018-09-19 11:06:45","2021-01-15 20:23:24","1","15157","0","0","1","0","0","0","0","0","1"
"131","29973","4039","cluster-general-prod-bj02","","A01-R22-I22-66-1PMQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.66","Enable","2","2018-09-19 11:06:42","2020-08-04 01:33:58","1","524","601","","0","1","true","","","10.212.22.66","","","","29973","4039","cluster-general-prod-bj02","4039","80","393216","1945","64","233472","0","6","0,1,8,10,48,50","98304","100","set","1","11","2018-09-19 11:06:42","2021-01-29 09:15:56","1","21721","0","0","1","0","0","0","0","0","1"
"132","29966","4006","cluster-general-prod-bj02","","A01-R22-I22-67-1RSQXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.67","Enable","1","2018-09-19 11:06:27","2020-08-06 02:35:35","1","524","601","","0","1","true","","","10.212.22.67","","","","29966","4006","cluster-general-prod-bj02","4006","80","393216","1945","74","266240","0","6","0,1,8,10,48,50","98304","100","set","1","17","2018-09-19 11:06:27","2021-01-26 13:51:22","1","25947","0","0","1","0","0","0","0","0","1"
"133","29967","4008","cluster-general-prod-bj02","","A01-R22-I22-69-1QYNXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.69","Enable","1","2018-09-19 11:06:30","2020-08-06 02:35:34","1","524","601","","0","1","true","","","10.212.22.69","","","","29967","4008","cluster-general-prod-bj02","4008","80","393216","1945","59","212992","0","6","0,1,8,10,48,50","98304","100","set","1","21","2018-09-19 11:06:30","2021-01-18 21:08:41","1","44609","0","0","1","0","0","0","0","0","1"
"134","30056","4060","cluster-general-prod-bj02","","A01-R22-I22-7-1P6HXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.7","Enable","1","2018-09-19 11:06:51","2020-08-06 02:35:34","1","523","603","","0","1","true","","","10.212.22.7","","","","30056","4060","cluster-general-prod-bj02","4060","80","393216","1945","64","172032","0","6","0,1,8,10,48,50","98304","100","set","1","15","2018-09-19 11:06:51","2021-02-01 10:54:10","1","26805","0","0","1","0","0","0","0","0","1"
"135","29975","4066","cluster-general-prod-bj02","","A01-R22-I22-70-1P5MXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.70","Enable","3","2018-09-19 11:06:53","2020-08-06 02:35:34","1","524","601","","0","1","true","","","10.212.22.70","","","","29975","4066","cluster-general-prod-bj02","4066","80","393216","1945","58","217088","0","6","0,1,8,10,48,50","98304","100","set","1","16","2018-09-19 11:06:53","2021-02-01 10:55:52","1","55117","0","0","1","0","0","0","0","0","1"
"136","29968","4009","cluster-general-prod-bj02","","A01-R22-I22-71-1P9HXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.71","Enable","6","2018-09-19 11:06:30","2020-08-06 02:35:34","1","524","601","","0","1","true","","","10.212.22.71","","","","29968","4009","cluster-general-prod-bj02","4009","80","393216","1945","59","159744","0","6","0,1,8,10,48,50","98304","100","set","1","13","2018-09-19 11:06:30","2021-02-01 10:54:10","1","25578","0","0","1","0","0","0","0","0","1"
"137","29970","4027","cluster-general-prod-bj02","","A01-R22-I22-73-1RTKXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.73","Enable","4","2018-09-19 11:06:39","2020-08-06 02:35:34","1","524","601","","0","1","true","","","10.212.22.73","","","","29970","4027","cluster-general-prod-bj02","4027","80","393216","1945","71","286720","0","6","0,1,8,10,48,50","98304","100","set","1","13","2018-09-19 11:06:39","2021-01-30 00:00:18","1","24121","0","0","1","0","0","0","0","0","1"
"138","29974","4065","cluster-general-prod-bj02","","A01-R22-I22-74-1S8LXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.74","Enable","1","2018-09-19 11:06:52","2020-12-09 02:52:32","1","524","601","","0","1","true","","","10.212.22.74","","","","29974","4065","cluster-general-prod-bj02","4065","80","393216","1945","60","165888","0","6","0,1,8,10,48,50","98304","100","set","1","17","2018-09-19 11:06:52","2021-02-01 10:54:10","1","17173","0","0","1","0","0","0","0","0","1"
"139","29972","4038","cluster-general-prod-bj02","","A01-R22-I22-75-1RSKXP2.JCLOUD.COM","prod_bj02","","DPL1-E-11","general_2","kvm,hyper","10.211.22.75","Enable","1","2018-09-19 11:06:42","2020-12-01 15:06:45","1","524","601","","0","1","true","","","10.212.22.75","","","","29972","4038","cluster-general-prod-bj02","4038","80","393216","1945","47","159744","0","6","0,1,8,10,48,50","98304","100","set","1","10","2018-09-19 11:06:42","2021-02-01 09:54:02","1","13108","0","0","1","0","0","0","0","0","1"
"140","30055","4058","cluster-general-prod-bj02","","A01-R22-I22-9-1PVGXP2.JCLOUD.COM","prod_bj02","","DPL1-E-09","general_2","kvm,hyper","10.211.22.9","Enable","2","2018-09-19 11:06:49","2020-12-01 15:06:45","1","523","603","","0","1","true","","","10.212.22.9","","","","30055","4058","cluster-general-prod-bj02","4058","80","393216","1945","4","8192","0","6","0,1,8,10,48,50","98304","100","set","1","1","2018-09-19 11:06:49","2021-01-15 20:23:37","1","16380","0","0","1","0","0","0","0","0","1"
"141","30026","3897","cluster-general-prod-bj02","","A01-R22-I28-100-1RZJXP2.JCLOUD.COM","prod_bj02","","DPL1-G-14","general_2","kvm,hyper","10.211.28.100","Enable","4","2018-09-18 19:25:11","2020-08-06 02:35:34","1","514","602","","0","1","true","","","10.212.28.100","","","","30026","3897","cluster-general-prod-bj02","3897","80","393216","1945","74","204800","0","6","0,1,8,10,48,50","98304","100","set","1","14","2018-09-18 19:25:11","2021-02-01 10:54:10","1","9550","0","0","1","0","0","0","0","0","1"
"142","30025","3894","cluster-general-prod-bj02","","A01-R22-I28-103-1SQHXP2.JCLOUD.COM","prod_bj02","","DPL1-G-14","general_2","kvm,hyper","10.211.28.103","Enable","3","2018-09-18 19:25:11","2020-08-06 02:35:34","1","514","602","","0","1","true","","","10.212.28.103","","","","30025","3894","cluster-general-prod-bj02","3894","80","393216","1945","74","249856","0","6","0,1,8,10,48,50","98304","100","set","1","21","2018-09-18 19:25:11","2021-02-01 10:54:10","1","15657","0","0","1","0","0","0","0","0","1"
"143","30027","3898","cluster-general-prod-bj02","","A01-R22-I28-104-1NZNXP2.JCLOUD.COM","prod_bj02","","DPL1-G-14","general_2","kvm,hyper","10.211.28.104","Enable","15","2018-09-18 19:25:11","2020-08-01 02:45:59","1","514","602","","0","1","true","","","10.212.28.104","","","","30027","3898","cluster-general-prod-bj02","3898","80","393216","1945","26","106496","0","6","0,1,8,10,48,50","98304","100","set","1","6","2018-09-18 19:25:11","2021-01-28 12:05:53","1","4637","0","0","1","0","0","0","0","0","1"
"144","30028","3905","cluster-general-prod-bj02","","A01-R22-I28-107-1PTQXP2.JCLOUD.COM","prod_bj02","","DPL1-G-14","general_2","kvm,hyper","10.211.28.107","Enable","1","2018-09-18 19:25:15","2020-08-06 02:35:34","1","514","602","","0","1","true","","","10.212.28.107","","","","30028","3905","cluster-general-prod-bj02","3905","80","393216","1945","66","204800","0","6","0,1,8,10,48,50","98304","100","set","1","17","2018-09-18 19:25:15","2021-02-01 09:27:43","1","23895","0","0","1","0","0","0","0","0","1"
